timestamp,service,instance_id,metric_family,source,value
1776448097.972,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,error_ratio,trace_server_error_ratio,0.0
1776448097.972,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,request_count,trace_server_count,0.0
1776448097.972,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,error_ratio,trace_server_error_ratio,0.0
1776448097.972,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,request_count,trace_server_count,0.0
1776448097.972,ad,9f9a3c1c-bd3f-40ea-8764-b59f1ebd2204,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,ad,ad-7fb5b4f859-52ks9,cpu_usage,container_cpu_usage,0.002142359312459553
1776448097.972,ad,ad-7fb5b4f859-52ks9,memory_usage,container_memory_working_set_bytes,260100096.0
1776448097.972,ad,ad-7fb5b4f859-rd4zw,cpu_usage,container_cpu_usage,0.0012367254917267589
1776448097.972,ad,ad-7fb5b4f859-rd4zw,memory_usage,container_memory_working_set_bytes,237977600.0
1776448097.972,ad,ad-7fb5b4f859-zsstr,cpu_usage,container_cpu_usage,0.003110819435870531
1776448097.972,ad,ad-7fb5b4f859-zsstr,memory_usage,container_memory_working_set_bytes,261488640.0
1776448097.972,ad,ad::service,pod_restart_count,k8s_container_restarts,3.0
1776448097.972,ad,ad::service,pod_running_count,k8s_container_ready,3.0
1776448097.972,cart,cart-7c7496d7f-th7mc,cpu_usage,container_cpu_usage,0.0356590843173865
1776448097.972,cart,cart-7c7496d7f-th7mc,memory_usage,container_memory_working_set_bytes,63156224.0
1776448097.972,cart,cart::service,pod_restart_count,k8s_container_restarts,1.0
1776448097.972,cart,cart::service,pod_running_count,k8s_container_ready,1.0
1776448097.972,cart,f1f3afac-3031-4c18-925a-048232421d89,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,cart,f1f3afac-3031-4c18-925a-048232421d89,error_ratio,trace_server_error_ratio,0.0
1776448097.972,cart,f1f3afac-3031-4c18-925a-048232421d89,request_count,trace_server_count,0.0
1776448097.972,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,error_ratio,trace_server_error_ratio,0.0
1776448097.972,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,request_count,trace_server_count,0.0
1776448097.972,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,error_ratio,trace_server_error_ratio,0.0
1776448097.972,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,request_count,trace_server_count,0.0
1776448097.972,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,error_ratio,trace_server_error_ratio,0.0
1776448097.972,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,request_count,trace_server_count,0.0
1776448097.972,checkout,checkout-7f4ccfc547-6crwh,cpu_usage,container_cpu_usage,0.0005395706801428198
1776448097.972,checkout,checkout-7f4ccfc547-6crwh,memory_usage,container_memory_working_set_bytes,12648448.0
1776448097.972,checkout,checkout-7f4ccfc547-ftx2n,cpu_usage,container_cpu_usage,0.03089381087781451
1776448097.972,checkout,checkout-7f4ccfc547-ftx2n,memory_usage,container_memory_working_set_bytes,16027648.0
1776448097.972,checkout,checkout-7f4ccfc547-qlfgr,cpu_usage,container_cpu_usage,0.05625976967542648
1776448097.972,checkout,checkout-7f4ccfc547-qlfgr,memory_usage,container_memory_working_set_bytes,17063936.0
1776448097.972,checkout,checkout::service,pod_restart_count,k8s_container_restarts,39.0
1776448097.972,checkout,checkout::service,pod_running_count,k8s_container_ready,3.0
1776448097.972,email,email-5dcf48b665-66zvj,cpu_usage,container_cpu_usage,0.0004928774928769881
1776448097.972,email,email-5dcf48b665-66zvj,memory_usage,container_memory_working_set_bytes,59133952.0
1776448097.972,email,email-5dcf48b665-9xxmx,cpu_usage,container_cpu_usage,0.010427456138490769
1776448097.972,email,email-5dcf48b665-9xxmx,memory_usage,container_memory_working_set_bytes,54820864.0
1776448097.972,email,email-5dcf48b665-n4zf2,cpu_usage,container_cpu_usage,0.0005801217960371611
1776448097.972,email,email-5dcf48b665-n4zf2,memory_usage,container_memory_working_set_bytes,54333440.0
1776448097.972,email,email::service,pod_restart_count,k8s_container_restarts,9.0
1776448097.972,email,email::service,pod_running_count,k8s_container_ready,3.0
1776448097.972,email,otel-demo.email-5dcf48b665-66zvj.email,error_ratio,trace_server_error_ratio,0.0
1776448097.972,email,otel-demo.email-5dcf48b665-66zvj.email,request_count,trace_server_count,0.0
1776448097.972,email,otel-demo.email-5dcf48b665-9xxmx.email,error_ratio,trace_server_error_ratio,0.0
1776448097.972,email,otel-demo.email-5dcf48b665-9xxmx.email,request_count,trace_server_count,0.0
1776448097.972,email,otel-demo.email-5dcf48b665-n4zf2.email,error_ratio,trace_server_error_ratio,0.0
1776448097.972,email,otel-demo.email-5dcf48b665-n4zf2.email,request_count,trace_server_count,0.0
1776448097.972,frontend,frontend-b78bf7696-6bjdg,cpu_usage,container_cpu_usage,0.04507304733522106
1776448097.972,frontend,frontend-b78bf7696-6bjdg,memory_usage,container_memory_working_set_bytes,119197696.0
1776448097.972,frontend,frontend-b78bf7696-77ldd,cpu_usage,container_cpu_usage,0.07314700685255196
1776448097.972,frontend,frontend-b78bf7696-77ldd,memory_usage,container_memory_working_set_bytes,102465536.0
1776448097.972,frontend,frontend-b78bf7696-p9kqx,cpu_usage,container_cpu_usage,0.057578893888793316
1776448097.972,frontend,frontend-b78bf7696-p9kqx,memory_usage,container_memory_working_set_bytes,114733056.0
1776448097.972,frontend,frontend::service,pod_restart_count,k8s_container_restarts,3.0
1776448097.972,frontend,frontend::service,pod_running_count,k8s_container_ready,3.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,error_ratio,trace_server_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,request_count,trace_server_count,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,error_ratio,trace_server_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,request_count,trace_server_count,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,error_ratio,trace_server_error_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776448097.972,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,request_count,trace_server_count,0.0
1776448097.972,kafka,kafka-66df8bdf76-zjcbb,cpu_usage,container_cpu_usage,0.012168989621751246
1776448097.972,kafka,kafka-66df8bdf76-zjcbb,memory_usage,container_memory_working_set_bytes,658137088.0
1776448097.972,kafka,kafka::service,pod_restart_count,k8s_container_restarts,9.0
1776448097.972,kafka,kafka::service,pod_running_count,k8s_container_ready,1.0
1776448097.972,kafka,kafka::service,queue_lag,queue_size_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-74h8z.payment,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-74h8z.payment,error_ratio,trace_server_error_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-74h8z.payment,request_count,trace_server_count,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-75hmx.payment,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-75hmx.payment,error_ratio,trace_server_error_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-75hmx.payment,request_count,trace_server_count,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-tv6l5.payment,dependency_error_ratio,trace_client_error_ratio,0.0
1776448097.972,payment,otel-demo.payment-f9f8d647b-tv6l5.payment,error_ratio,trace_server_error_ratio,0.0
